주문일,배송방식,고객명,고객분류,시군구,시도,지역,제품대분류,제품소분류,이름,매출,수량,할인율,이익
2020.6.18,표준등급,Keith Herrera,개인고객,수원시,경기도,수도권,사무용품,바인더,JM Magazine Binder,33.02,2,0,15.8496
2020.11.30,1등급,Ann Blume,기업고객,화순군,전라남도,전라,가구,기타 가구,Dana Swing-Arm Lamps,17.088,2,0.2,1.068
2020.12.21,2등급,Adam Hart,기업고객,중구,서울,수도권,사무용품,아트,"OIC #2 Pencils, Medium Soft",3.008,2,0.2,0.3384
2019.11.18,표준등급,Clytie Kelty,개인고객,전주시,전라북도,전라,사무용품,종이,Xerox 1938,268.24,7,0.2,93.884
2019.11.18,표준등급,Clytie Kelty,개인고객,전주시,전라북도,전라,전자제품,액세서리,Plantronics S12 Corded Telephone Headset System,431.16,5,0.2,107.79
2019.11.14,2등급,Stefania Perrino,기업고객,고양시,경기도,수도권,전자제품,전화기,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4,0,12.208
2019.11.14,2등급,Stefania Perrino,기업고객,고양시,경기도,수도권,가구,기타 가구,"Deflect-o EconoMat Nonstudded, No Bevel Mat",154.95,3,0,30.99
2020.10.25,표준등급,Jennifer Patt,기업고객,안산시,경기도,수도권,사무용품,종이,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552,3,0.2,5.4432
2019.12.4,1등급,Clay Cheatham,개인고객,이천시,경기도,수도권,사무용품,종이,Xerox 1998,10.368,2,0.2,3.6288
2020.2.3,표준등급,Frank Olsen,개인고객,중구,서울,수도권,사무용품,봉투,Staple envelope,74.52,9,0,35.0244
2019.11.13,표준등급,Larry Blacks,개인고객,목포시,전라남도,전라,사무용품,종이,Xerox 1968,26.72,5,0.2,9.352
2020.8.2,당일배송,Thomas Seio,기업고객,강북구,서울,수도권,전자제품,전화기,Apple iPhone 5,1039.728,2,0.2,90.9762
2020.8.2,당일배송,Thomas Seio,기업고객,강북구,서울,수도권,사무용품,가정용 전자기기,Belkin F5C206VTEL 6 Outlet Surge,45.96,2,0,13.788
2020.11.26,표준등급,Cindy Stewart,개인고객,송파구,서울,수도권,사무용품,바인더,GBC Ibimaster 500 Manual ProClick Binding System,456.588,2,0.7,-304.392
2020.11.26,표준등급,Cindy Stewart,개인고객,송파구,서울,수도권,전자제품,기계,Cubify CubeX 3D Printer Double Head Print,4499.985,5,0.7,-6599.978
2020.11.26,표준등급,Cindy Stewart,개인고객,송파구,서울,수도권,전자제품,액세서리,NETGEAR RangeMax WNR1000 Wireless Router,59.976,3,0.2,11.9952
2020.4.14,1등급,Susan Pistek,개인고객,서초구,서울,수도권,사무용품,봉투,Poly String Tie Envelopes,6.12,3,0,2.8764
2019.12.27,표준등급,Cynthia Delaney,홈오피스,노원구,서울,수도권,사무용품,가정용 전자기기,Staple holder,10.98,1,0,2.9646
2019.12.27,표준등급,Cynthia Delaney,홈오피스,노원구,서울,수도권,사무용품,잠금장치,Staples,7.86,3,0,3.6156
2019.12.27,표준등급,Cynthia Delaney,홈오피스,노원구,서울,수도권,사무용품,저장고,Advantus Rolling Storage Box,51.45,3,0,13.8915
2019.12.27,표준등급,Cynthia Delaney,홈오피스,노원구,서울,수도권,사무용품,바인더,GBC VeloBind Cover Sets,37.056,3,0.2,13.896
2020.4.19,표준등급,Roy Französisch,개인고객,경산시,경상북도,경상,사무용품,가정용 전자기기,Eureka The Boss Cordless Rechargeable Stick Vac,203.92,4,0,55.0584
2020.4.19,표준등급,Roy Französisch,개인고객,경산시,경상북도,경상,전자제품,전화기,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",29.56,4,0,7.9812
2020.3.8,표준등급,Frank Olsen,개인고객,남동구,인천광역시,특별광역시,사무용품,바인더,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,3,0.8,-14.5656
2020.11.5,2등급,Elpida Rittenbach,기업고객,전주시,전라북도,전라,사무용품,저장고,Eldon Portable Mobile Manager,45.248,2,0.2,3.9592
2020.11.5,2등급,Elpida Rittenbach,기업고객,전주시,전라북도,전라,가구,테이블,BPI Conference Tables,876.3,10,0.4,-292.1
2020.11.5,2등급,Elpida Rittenbach,기업고객,전주시,전라북도,전라,사무용품,소모품,Premier Electric Letter Opener,185.376,2,0.2,-34.758
2019.11.29,표준등급,Philip Brown,개인고객,성남시,경기도,수도권,사무용품,라벨,Avery 485,25.06,2,0,11.7782
2020.5.18,1등급,Luke Weiss,개인고객,남동구,인천광역시,특별광역시,사무용품,바인더,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89,1,0.8,-4.7685
2020.5.18,1등급,Luke Weiss,개인고객,남동구,인천광역시,특별광역시,사무용품,잠금장치,Acco Hot Clips Clips to Go,7.896,3,0.2,2.4675
2020.5.18,1등급,Luke Weiss,개인고객,남동구,인천광역시,특별광역시,가구,기타 가구,Flat Face Poster Frame,22.608,3,0.6,-10.1736
2020.5.18,1등급,Luke Weiss,개인고객,남동구,인천광역시,특별광역시,사무용품,종이,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",30.528,8,0.2,9.54
2019.9.20,당일배송,Frank Gastineau,홈오피스,양산시,경상남도,경상,사무용품,바인더,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",4.842,3,0.7,-3.3894
2020.12.20,표준등급,Barry Pond,기업고객,남동구,인천광역시,특별광역시,사무용품,바인더,Wilson Jones Easy Flow II Sheet Lifters,1.8,5,0.8,-2.88
2019.10.13,1등급,Sung Pak,기업고객,용인시,경기도,수도권,전자제품,액세서리,Logitech Wireless Touch Keyboard K400,39.984,2,0.2,-1.4994
2020.7.12,표준등급,Fred McMath,개인고객,성남시,경기도,수도권,전자제품,전화기,Vtech CS6719,307.168,4,0.2,30.7168
2019.3.25,1등급,Harold Ryan,기업고객,성남시,경기도,수도권,사무용품,봉투,"#10 White Business Envelopes,4 1/8 x 9 1/2",47.01,3,0,22.0947
2019.3.25,1등급,Harold Ryan,기업고객,성남시,경기도,수도권,전자제품,전화기,Samsung Galaxy S4 Mini,469.99,1,0,136.2971
2019.3.25,1등급,Harold Ryan,기업고객,성남시,경기도,수도권,가구,의자,Global Deluxe Steno Chair,207.846,3,0.1,2.3094
2019.6.2,표준등급,Barry Weirich,개인고객,양산시,경상남도,경상,사무용품,저장고,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.744,3,0.2,-77.1267
2019.3.24,2등급,Maurice Satty,개인고객,서대문구,서울,수도권,가구,기타 가구,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2,0,14.5728
2020.1.8,표준등급,Vivek Sundaresam,개인고객,정읍시,전라북도,전라,사무용품,바인더,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.828,7,0.7,-24.6624
2020.1.8,표준등급,Vivek Sundaresam,개인고객,정읍시,전라북도,전라,사무용품,아트,Newell 319,47.616,3,0.2,5.952
2020.1.8,표준등급,Vivek Sundaresam,개인고객,정읍시,전라북도,전라,전자제품,전화기,Avaya 5410 Digital phone,108.784,2,0.2,10.8784
2019.6.9,1등급,Maureen Gastineau,홈오피스,송파구,서울,수도권,가구,책장,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.666,2,0.15,140.9568
2019.6.9,1등급,Maureen Gastineau,홈오피스,송파구,서울,수도권,전자제품,전화기,Shocksock Galaxy S4 Armband,17.52,2,0.2,-3.504
2019.1.27,표준등급,Caroline Jumper,개인고객,서초구,서울,수도권,사무용품,잠금장치,Binder Clips by OIC,11.84,8,0,5.6832
2019.5.16,표준등급,Pauline Webber,기업고객,송파구,서울,수도권,가구,의자,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,5,0.2,17.466
2020.2.3,표준등급,Pauline Webber,기업고객,파주시,경기도,수도권,가구,의자,"Global Fabric Manager's Chair, Dark Gray",90.882,1,0.1,15.147
2019.11.1,표준등급,Craig Yedwab,기업고객,남동구,인천광역시,특별광역시,전자제품,전화기,ClearOne Communications CHAT 70 OC Speaker Phone,508.768,4,0.2,38.1576
2019.11.1,표준등급,Craig Yedwab,기업고객,남동구,인천광역시,특별광역시,사무용품,봉투,"#10 Gummed Flap White Envelopes, 100/Box",9.912,3,0.2,3.2214
2020.4.26,표준등급,Bart Watters,기업고객,강남구,서울,수도권,가구,의자,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,63.936,3,0.2,6.3936
2020.4.26,표준등급,Bart Watters,기업고객,강남구,서울,수도권,사무용품,아트,Newell 345,59.52,3,0,15.4752
2020.4.26,표준등급,Bart Watters,기업고객,강남구,서울,수도권,전자제품,전화기,RCA ViSYS 25825 Wireless digital phone,311.976,3,0.2,38.997
2020.4.26,표준등급,Bart Watters,기업고객,강남구,서울,수도권,사무용품,바인더,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,0.2,17.6232
2020.5.10,표준등급,Mick Brown,개인고객,안산시,경기도,수도권,전자제품,전화기,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,19.136,2,0.2,1.9136
2020.1.24,표준등급,Cyra Reiten,홈오피스,고성군,경상남도,경상,사무용품,아트,Crayola Colored Pencils,13.12,5,0.2,2.132
2020.4.13,2등급,Eugene Barchas,개인고객,송파구,서울,수도권,가구,테이블,"Iceberg OfficeWorks 42"" Round Tables",241.568,2,0.2,-15.098
2020.4.13,2등급,Eugene Barchas,개인고객,송파구,서울,수도권,전자제품,전화기,Polycom CX600 IP Phone VoIP phone,479.92,2,0.2,41.993
2020.9.25,표준등급,Sally Hughsby,기업고객,중구,서울,수도권,가구,의자,Global Super Steno Chair,307.136,4,0.2,-11.5176
2020.9.25,표준등급,Sally Hughsby,기업고객,중구,서울,수도권,사무용품,라벨,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",12.6,2,0,5.796
2020.9.25,표준등급,Sally Hughsby,기업고객,중구,서울,수도권,전자제품,액세서리,Logitech G602 Wireless Gaming Mouse,159.98,2,0,57.5928
2020.7.18,표준등급,Annie Thurman,개인고객,성남시,경기도,수도권,사무용품,가정용 전자기기,Belkin F5C206VTEL 6 Outlet Surge,45.96,2,0,13.788
2019.4.19,2등급,Allen Goldenen,개인고객,수원시,경기도,수도권,사무용품,바인더,GBC Durable Plastic Covers,58.05,3,0,26.703
2019.4.19,2등급,Allen Goldenen,개인고객,수원시,경기도,수도권,사무용품,종이,Xerox 232,71.28,11,0,34.2144
2019.7.22,표준등급,Gene McClure,개인고객,안성시,경기도,수도권,가구,테이블,Hon 61000 Series Interactive Training Tables,124.404,4,0.3,-21.3264
2020.9.27,표준등급,Jamie Kunitz,개인고객,수원시,경기도,수도권,사무용품,종이,Xerox 1988,154.9,5,0,69.705
2020.9.27,표준등급,Jamie Kunitz,개인고객,수원시,경기도,수도권,전자제품,전화기,Cisco SPA301,1871.88,12,0,561.564
2020.2.27,표준등급,Don Weiss,개인고객,안산시,경기도,수도권,가구,기타 가구,DAX Two-Tone Silver Metal Document Frame,16.192,2,0.6,-6.8816
2020.5.3,표준등급,Adam Shillingsburg,개인고객,서구,부산,특별광역시,사무용품,저장고,Akro Stacking Bins,18.936,3,0.2,-3.7872
2020.5.3,표준등급,Adam Shillingsburg,개인고객,서구,부산,특별광역시,사무용품,저장고,Sterilite Show Offs Storage Containers,12.672,3,0.2,-3.168
2020.5.3,표준등급,Adam Shillingsburg,개인고객,서구,부산,특별광역시,사무용품,라벨,Avery 502,5.04,2,0.2,1.764
2019.12.9,표준등급,Thomas Seio,기업고객,남동구,인천광역시,특별광역시,사무용품,종이,Astroparche Fine Business Paper,8.448,2,0.2,2.9568
2019.12.9,표준등급,Thomas Seio,기업고객,남동구,인천광역시,특별광역시,사무용품,가정용 전자기기,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,20.388,2,0.8,-53.0088
2020.12.25,표준등급,Sean Miller,홈오피스,송파구,서울,수도권,사무용품,종이,Xerox 1949,9.96,2,0,4.8804
2019.5.30,1등급,Laurel Workman,기업고객,성남시,경기도,수도권,사무용품,바인더,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544
2019.5.30,1등급,Laurel Workman,기업고객,성남시,경기도,수도권,전자제품,전화기,Geemarc AmpliPOWER60,464,5,0,134.56
2019.5.30,1등급,Laurel Workman,기업고객,성남시,경기도,수도권,사무용품,가정용 전자기기,Honeywell Quietcare HEPA Air Cleaner,235.95,3,0,77.8635
2019.5.30,1등급,Laurel Workman,기업고객,성남시,경기도,수도권,사무용품,종이,Xerox 1948,39.96,4,0,17.982
2020.10.12,표준등급,Kelly Andreada,개인고객,중구,서울,수도권,전자제품,액세서리,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401
2020.10.12,표준등급,Kelly Andreada,개인고객,중구,서울,수도권,사무용품,저장고,"Contico 72""H Heavy-Duty Storage System",81.96,2,0,0
2020.7.14,2등급,Toby Gnade,개인고객,서귀포시,제주,제주,사무용품,저장고,SAFCO Boltless Steel Shelving,272.736,3,0.2,-64.7748
2020.7.14,2등급,Toby Gnade,개인고객,서귀포시,제주,제주,사무용품,종이,Xerox 1899,18.496,4,0.2,6.7048
2020.7.14,2등급,Toby Gnade,개인고객,서귀포시,제주,제주,가구,의자,SAFCO Arco Folding Chair,441.92,2,0.2,49.716
2020.7.14,2등급,Toby Gnade,개인고객,서귀포시,제주,제주,가구,책장,"Hon Metal Bookcases, Black",127.764,6,0.7,-191.646
2020.5.28,표준등급,Lynn Smith,개인고객,송파구,서울,수도권,사무용품,종이,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",13.38,2,0,6.1548
2019.7.4,표준등급,Michael Oakman,개인고객,화순군,전라남도,전라,전자제품,액세서리,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24,2,0.2,-2.7
2019.9.26,표준등급,Carol Adams,기업고객,서초구,서울,수도권,사무용품,봉투,Security-Tint Envelopes,24.448,4,0.2,8.8624
2020.10.4,표준등급,Daniel Byrd,홈오피스,송파구,서울,수도권,사무용품,라벨,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6.16,2,0,2.9568
2020.10.4,표준등급,Daniel Byrd,홈오피스,송파구,서울,수도권,가구,의자,Global Deluxe High-Back Manager's Chair,915.136,4,0.2,102.9528
2020.10.4,표준등급,Daniel Byrd,홈오피스,송파구,서울,수도권,사무용품,종이,Xerox 1900,8.56,2,0,3.852
2020.10.4,표준등급,Daniel Byrd,홈오피스,송파구,서울,수도권,사무용품,종이,Xerox 1891,97.82,2,0,45.9754
2020.3.12,표준등급,Evan Bailliet,개인고객,전주시,전라북도,전라,사무용품,라벨,Avery 518,5.04,2,0.2,1.764
2020.11.30,2등급,Daniel Raglin,홈오피스,부평구,인천광역시,특별광역시,가구,기타 가구,"Tenex Chairmat w/ Average Lip, 45"" x 53""",242.176,4,0.6,-302.72
2020.6.15,표준등급,Jim Sink,기업고객,양산시,경상남도,경상,가구,테이블,Global Adaptabilities Conference Tables,337.176,2,0.4,-118.0116
2020.8.17,표준등급,Jeremy Pistek,개인고객,중랑구,서울,수도권,사무용품,종이,Xerox 1931,32.4,5,0,15.552
2019.7.24,표준등급,Nathan Mautz,홈오피스,성남시,경기도,수도권,사무용품,바인더,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,13.92,3,0.2,4.35
2020.11.7,표준등급,Doug O'Connell,개인고객,안산시,경기도,수도권,사무용품,종이,Xerox 1886,76.64,2,0.2,26.824
2020.10.15,표준등급,Lindsay Shagiari,홈오피스,용인시,경기도,수도권,사무용품,봉투,Staple envelope,4.464,1,0.2,1.674
2020.10.15,표준등급,Lindsay Shagiari,홈오피스,용인시,경기도,수도권,사무용품,바인더,Avery Reinforcements for Hole-Punch Pages,3.96,10,0.8,-6.93
2020.7.31,1등급,Rob Williams,기업고객,서초구,서울,수도권,사무용품,가정용 전자기기,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,2,0,178.91
2020.12.4,표준등급,Roger Demir,개인고객,도봉구,서울,수도권,가구,테이블,Hon 4060 Series Tables,268.704,3,0.2,6.7176
2020.12.4,표준등급,Roger Demir,개인고객,도봉구,서울,수도권,사무용품,아트,Rogers Handheld Barrel Pencil Sharpener,21.92,8,0,5.9184
2020.12.4,표준등급,Roger Demir,개인고객,도봉구,서울,수도권,사무용품,저장고,Acco Perma 4000 Stacking Storage Drawers,48.72,3,0,7.308
2020.12.4,표준등급,Roger Demir,개인고객,도봉구,서울,수도권,가구,책장,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2,0.15,-12.098
2020.4.29,2등급,Rob Beeghly,개인고객,동구,부산,특별광역시,가구,기타 가구,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",30.344,2,0.6,-31.8612
2019.8.26,1등급,Joe Elijah,개인고객,동구,부산,특별광역시,사무용품,저장고,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",25.696,2,0.2,1.9272
2019.6.18,표준등급,Steven Roelle,홈오피스,성남시,경기도,수도권,전자제품,기계,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,5,0,1668.205
2019.6.18,표준등급,Steven Roelle,홈오피스,성남시,경기도,수도권,전자제품,액세서리,Kingston Digital DataTraveler 64GB USB 2.0,101.34,3,0,8.1072
2020.11.20,표준등급,Phillina Ober,홈오피스,양산시,경상남도,경상,가구,의자,"Global High-Back Leather Tilter, Burgundy",344.372,4,0.3,-93.4724
2019.9.5,2등급,Julie Kriz,홈오피스,해운대구,부산,특별광역시,사무용품,아트,"Hunt PowerHouse Electric Pencil Sharpener, Blue",30.384,1,0.2,3.798
2020.7.4,2등급,Julie Prescott,홈오피스,강남구,서울,수도권,사무용품,바인더,Avery Premier Heavy-Duty Binder with Round Locking Rings,22.848,2,0.2,7.4256
2019.9.25,표준등급,Paul Prost,홈오피스,장흥군,전라남도,전라,전자제품,전화기,Vtech CS6719,383.96,5,0.2,38.396
2019.9.25,표준등급,Paul Prost,홈오피스,장흥군,전라남도,전라,사무용품,바인더,Wilson Jones International Size A4 Ring Binders,15.57,3,0.7,-11.418
